id,Dien_tich,So_phong,So_tang,Mat_tien_m,Huong_nha,Vi_tri,Noi_dung_mo_ta,Gia_ty_vnd
4253,162.2,2,2,6.6,Tây,Quan_1,"Nhà hẻm ô tô, khu compound, sổ hồng chính chủ, sổ hồng chính chủ.",66.35
4254,213.8,8,1,6.6,Đông,Quan_Binh_Thanh,"sổ đỏ chính chủ, hướng Đông đón gió, chủ cần tiền bán gấp, sổ hồng riêng.",44.56
4255,111.3,7,3,6.8,Nam,Quan_10,"Bán gấp nhà hẻm xe máy thông, thang máy riêng, khu dân cư đông đúc, sổ đỏ chính chủ.",23.38
4256,119.6,7,1,4.3,Đông,Quan_Phu_Nhuan,"Nhà hẻm ô tô, diện tích rộng, sổ đỏ chính chủ, thiết kế thoáng mát, giá tốt đầu tư.",30.13
4257,47.0,5,3,4.3,Đông Nam,Quan_11,"Bán gấp nhà villa mini, gần trục đường lớn, ở ngay, sổ hồng riêng.",12.28
4258,81.9,6,3,6.1,Tây Bắc,Quan_Binh_Tan,"chủ cần tiền bán gấp, nội thất cơ bản, nhà mới hoàn thiện, pháp lý đầy đủ.",11.2
4259,127.0,4,2,10.9,Tây Bắc,Quan_7,"nở hậu, gần trục đường lớn, hẻm thông 2 đầu, tiềm năng tăng giá.",29.14
4260,196.3,1,2,3.8,Tây,Quan_10,"Bán gấp nhà hẻm xe máy thông, hầm xe ô tô, khu dân cư đông đúc, sổ đỏ chính chủ.",30.85
4261,216.6,3,2,4.9,Nam,Huyen_Binh_Chanh,"gần trục đường lớn, nhà mới hoàn thiện, khu compound, vị trí đắc địa.",10.84
4262,94.0,6,2,4.4,Tây Nam,Quan_Go_Vap,"Nhà mặt tiền, diện tích rộng, hồ bơi riêng, nội thất cao cấp, giá tốt đầu tư.",20.33
4263,214.3,7,2,9.2,Đông Bắc,Huyen_Hoc_Mon,"Bán gấp nhà hẻm ô tô, gần bệnh viện, nhà 1 trệt 1 lầu, sổ hồng chính chủ.",13.9
4264,217.8,5,2,6.4,Đông Nam,Quan_Binh_Tan,"Nhà hẻm ba gác, diện tích rộng, chủ cần tiền bán gấp, thang máy riêng, giá tốt đầu tư.",19.76
4265,291.3,3,2,8.2,Đông Nam,Quan_11,"Nhà hẻm ô tô, nội thất đầy đủ, phù hợp ở gia đình, sổ hồng riêng, penthouse.",50.62
4266,279.0,4,4,3.2,Nam,Quan_Go_Vap,"hẻm ba gác đẹp, nội thất đầy đủ, liên hệ xem nhà, nhà mới hoàn thiện.",27.7
4267,183.0,1,4,6.3,Đông,Quan_3,"Nhà hẻm ô tô, gần trường học và chợ, gần trục đường lớn, sổ hồng chính chủ.",68.67
4268,249.9,1,1,10.7,Tây Nam,Huyen_Hoc_Mon,"Nhà villa mini, khu dân cư đông đúc, phù hợp ở gia đình, sổ hồng chính chủ, nhà 1 trệt 1 lầu.",17.03
4269,79.0,4,1,5.0,Tây Bắc,Huyen_Binh_Chanh,"Nhà mặt tiền, thang máy riêng, nở hậu, sổ đỏ.",7.98
4270,73.2,3,2,6.1,Đông,Quan_10,"Nhà trong ngõ yên tĩnh, thang máy riêng, phù hợp ở gia đình, sổ hồng riêng, sổ đỏ chính chủ.",13.92
4271,61.2,2,2,7.1,Bắc,Quan_Thu_Duc,"Bán gấp nhà hẻm ô tô, liên hệ xem nhà, gần trường học và chợ, pháp lý đầy đủ.",8.6
4272,117.4,4,3,2.9,Nam,Huyen_Binh_Chanh,"Bán nhà hẻm ba gác, khu dân cư đông đúc, thang máy riêng, phù hợp ở thực và đầu tư, liên hệ ngay.",7.78
4273,150.7,7,2,2.9,Đông,Quan_Go_Vap,"Bán nhà trong ngõ yên tĩnh, hầm xe ô tô, nở hậu, đầu tư sinh lời cao, liên hệ ngay.",23.58
4274,178.7,5,5,7.7,Đông Nam,Quan_12,"Nhà mặt tiền mới xây, liên hệ xem nhà, thiết kế thoáng mát, khu dân cư an ninh.",36.39
4275,319.6,7,2,6.8,Tây,Quan_5,"Nhà hẻm ba gác, pháp lý rõ ràng, phù hợp ở gia đình, sổ hồng chính chủ, liên hệ xem nhà.",64.98
4276,158.1,7,1,8.2,Đông,Quan_7,"Nhà hẻm ô tô mới xây, sổ hồng chính chủ, ở ngay, khu dân cư an ninh.",36.77
4277,125.2,3,3,3.2,Đông,Quan_11,"hồ bơi riêng, nội thất hiện đại, an ninh 24/7, sổ hồng riêng.",21.59
4278,188.4,5,2,3.8,Tây Bắc,Quan_12,"mặt tiền đẹp, penthouse, sổ hồng chính chủ, chủ cần tiền bán gấp.",28.38
4279,109.8,4,3,4.7,Tây Bắc,Quan_6,"Nhà hẻm ô tô mới xây, sân thượng rộng, nhà mới hoàn thiện, khu dân cư an ninh.",14.07
4280,230.5,4,4,7.9,Đông Bắc,Quan_11,"view sông thoáng, pháp lý rõ ràng, gần bệnh viện, phù hợp ở thực và đầu tư.",36.05
4281,287.3,6,1,8.0,Đông Bắc,Quan_6,"sân thượng rộng, nội thất hiện đại, hầm xe ô tô, sổ đỏ chính chủ.",53.94
4282,217.3,2,4,5.1,Bắc,Quan_Tan_Binh,"hồ bơi riêng, nội thất hiện đại, nhà mới hoàn thiện, pháp lý đầy đủ.",50.41
4283,281.5,4,3,11.1,Tây Nam,Quan_10,"Nhà trong ngõ yên tĩnh, diện tích rộng, ở ngay, penthouse, giá tốt đầu tư.",41.98
4284,173.5,3,3,4.1,Tây Nam,Quan_8,"Bán gấp nhà hẻm xe máy thông, nhà mới hoàn thiện, view sông thoáng, sổ hồng riêng.",20.4
4285,106.7,5,3,7.6,Đông Bắc,Quan_Tan_Binh,"Bán nhà hẻm ô tô, sổ đỏ chính chủ, nội thất cao cấp, thu nhập cho thuê ổn định, liên hệ ngay.",22.54
4286,152.8,3,3,6.7,Đông Bắc,Quan_Go_Vap,"Nhà hẻm ba gác, giá thương lượng, phù hợp ở gia đình, pháp lý đầy đủ, hầm xe ô tô.",24.94
4287,189.6,5,2,3.5,Đông,Quan_1,"Nhà hẻm xe máy thông, nội thất đầy đủ, phù hợp ở gia đình, pháp lý đầy đủ, sân thượng rộng.",65.78
4288,317.1,3,1,3.9,Nam,Quan_Binh_Tan,"Nhà biệt thự, hầm xe ô tô, phù hợp ở gia đình, sổ đỏ chính chủ, pháp lý rõ ràng.",59.84
4289,68.8,4,5,6.6,Tây,Quan_Binh_Tan,"gần trường học và chợ, hướng Tây đón gió, nở hậu, sổ hồng chính chủ.",11.57
4290,141.9,6,4,9.1,Tây Bắc,Quan_Binh_Tan,"Nhà trong ngõ yên tĩnh, thang máy riêng, phù hợp ở gia đình, sổ đỏ chính chủ, nhà 1 trệt 1 lầu.",15.81
4291,52.8,3,1,8.0,Tây Nam,Quan_4,"Nhà hẻm xe máy thông, chủ cần tiền bán gấp, ở ngay, sổ hồng chính chủ.",9.3
4292,145.1,6,3,9.0,Đông,Quan_5,"Nhà hẻm ba gác mới xây, sổ hồng chính chủ, nội thất đầy đủ, khu dân cư an ninh.",36.69
4293,127.6,2,2,6.3,Đông Bắc,Quan_3,"hẻm xe máy thông đẹp, khu compound, liên hệ xem nhà, khu dân cư đông đúc.",32.96
4294,202.7,6,1,7.3,Đông,Quan_10,"hồ bơi riêng, hướng Đông đón gió, khu compound, sổ hồng chính chủ.",45.35
4295,206.5,4,2,3.5,Tây,Quan_Binh_Tan,"Bán nhà hẻm ba gác, view sông thoáng, nội thất đầy đủ, tiềm năng tăng giá, liên hệ ngay.",14.47
4296,30.4,7,1,12.0,Tây Bắc,Quan_11,"thang máy riêng, gần trường học và chợ, gần bệnh viện, vị trí đắc địa.",9.8
4297,145.2,5,2,7.1,Tây Nam,Huyen_Hoc_Mon,"hẻm xe máy thông đẹp, hầm xe ô tô, view sông thoáng, pháp lý rõ ràng.",7.76
4298,134.7,2,2,7.4,Đông Bắc,Quan_4,"khu compound, hồ bơi riêng, hẻm thông 2 đầu, thu nhập cho thuê ổn định.",32.8
4299,284.2,7,2,3.2,Đông Nam,Quan_5,"Bán gấp nhà hẻm ba gác, nội thất cao cấp, thiết kế thoáng mát, sổ đỏ chính chủ.",67.21
4300,291.3,7,5,7.7,Đông,Quan_7,"nội thất đầy đủ, hầm xe ô tô, khu dân cư đông đúc, phù hợp ở thực và đầu tư.",67.97
4301,290.3,4,3,5.3,Đông Bắc,Quan_6,"Bán nhà hẻm xe máy thông, nội thất cao cấp, thang máy riêng, thu nhập cho thuê ổn định, liên hệ ngay.",41.0
4302,271.3,4,3,5.4,Đông Bắc,Quan_1,"Nhà hẻm xe máy thông, an ninh 24/7, phù hợp ở gia đình, pháp lý đầy đủ, chủ cần tiền bán gấp.",88.2
4303,273.9,5,2,9.7,Tây Bắc,Quan_Tan_Binh,"Bán nhà villa mini, pháp lý rõ ràng, sân thượng rộng, vị trí đắc địa, liên hệ ngay.",55.55
4304,295.6,7,5,5.1,Tây Nam,Quan_11,"Nhà hẻm ô tô, diện tích rộng, hầm xe ô tô, sổ hồng chính chủ, giá tốt đầu tư.",46.49
4305,247.8,5,3,6.1,Đông Bắc,Quan_7,"gần trường học và chợ, thang máy riêng, sổ đỏ chính chủ, phù hợp ở thực và đầu tư.",77.69
4306,273.7,5,3,4.9,Tây Bắc,Quan_Binh_Thanh,"Bán nhà biệt thự, thang máy riêng, view sông thoáng, thu nhập cho thuê ổn định, liên hệ ngay.",95.97
4307,67.5,2,1,8.6,Đông Bắc,Quan_2,"liên hệ xem nhà, hướng Đông Bắc đón gió, nở hậu, pháp lý đầy đủ.",22.27
4308,276.9,4,1,12.0,Tây Bắc,Quan_2,"nhà mới hoàn thiện, hướng Tây Bắc đón gió, nội thất đầy đủ, sổ hồng chính chủ.",60.37
4309,224.3,1,2,4.1,Bắc,Quan_5,"Nhà hẻm ô tô mới xây, chủ cần tiền bán gấp, an ninh 24/7, khu dân cư an ninh.",54.79
4310,55.1,1,3,4.0,Đông Nam,Quan_8,"Nhà hẻm xe máy thông, diện tích rộng, penthouse, giá thương lượng, giá tốt đầu tư.",6.05
4311,51.4,6,2,10.2,Tây,Quan_Binh_Thanh,"nội thất đầy đủ, nội thất cơ bản, nhà mới hoàn thiện, sổ hồng riêng.",18.4
4312,141.4,8,2,9.8,Tây,Quan_5,"Nhà villa mini, ở ngay, phù hợp ở gia đình, sổ đỏ chính chủ, nội thất đầy đủ.",52.1
4313,222.0,4,1,5.4,Tây Nam,Quan_7,"Nhà villa mini, nhà mới hoàn thiện, phù hợp ở gia đình, sổ hồng riêng, an ninh 24/7.",71.93
4314,133.4,4,2,5.4,Nam,Quan_2,"sổ đỏ chính chủ, hướng Nam đón gió, gần bệnh viện, sổ hồng riêng.",38.58
4315,152.1,6,2,4.1,Tây Nam,Quan_6,"thiết kế thoáng mát, nội thất đầy đủ, gần trường học và chợ, sổ hồng riêng.",25.62
4316,120.7,3,2,4.4,Tây Nam,Quan_6,"Nhà hẻm xe máy thông, diện tích rộng, hồ bơi riêng, gần trường học và chợ, giá tốt đầu tư.",14.7
4317,69.2,4,2,9.5,Đông,Quan_Go_Vap,"Nhà hẻm ô tô, hầm xe ô tô, thiết kế thoáng mát, sổ hồng.",12.15
4318,228.5,6,3,5.0,Bắc,Quan_Thu_Duc,"Bán nhà hẻm xe máy thông, nở hậu, hồ bơi riêng, vị trí đắc địa, liên hệ ngay.",15.92
4319,235.5,1,4,7.7,Tây Nam,Huyen_Binh_Chanh,"hẻm thông 2 đầu, nội thất đầy đủ, khu compound, sổ hồng chính chủ.",16.59
4320,137.7,7,3,7.3,Tây Nam,Quan_8,"Nhà hẻm xe máy thông mới xây, liên hệ xem nhà, nội thất đầy đủ, khu dân cư an ninh.",15.54
4321,54.4,4,1,4.7,Tây Nam,Quan_Go_Vap,"Nhà hẻm ô tô mới xây, khu dân cư đông đúc, ở ngay, khu dân cư an ninh.",8.0
4322,221.9,5,1,4.4,Đông Nam,Quan_7,"nở hậu, nội thất châu Âu, sổ đỏ chính chủ, sổ đỏ chính chủ.",54.6
4323,187.2,3,1,4.4,Đông Nam,Quan_2,"Nhà mặt tiền, nội thất đầy đủ, phù hợp ở gia đình, sổ hồng riêng, hẻm thông 2 đầu.",67.76
4324,304.3,8,3,4.1,Đông Nam,Quan_3,"Nhà hẻm ô tô mới xây, nội thất cao cấp, sổ hồng chính chủ, khu dân cư an ninh.",97.91
4325,70.7,8,4,3.7,Bắc,Quan_Phu_Nhuan,"Bán gấp nhà villa mini, pháp lý rõ ràng, gần trường học và chợ, pháp lý đầy đủ.",19.24
4326,226.6,4,4,7.9,Tây Nam,Quan_6,"Bán gấp nhà hẻm ô tô, gần trục đường lớn, thang máy riêng, pháp lý đầy đủ.",32.39
4327,196.8,4,2,5.3,Đông Nam,Huyen_Nha_Be,"nở hậu, sân thượng rộng, nhà mới hoàn thiện, phù hợp ở thực và đầu tư.",11.68
4328,64.7,4,2,3.9,Nam,Quan_Go_Vap,"Bán gấp nhà trong ngõ yên tĩnh, gần trục đường lớn, gần bệnh viện, sổ hồng chính chủ.",8.32
4329,62.5,4,4,6.7,Đông Nam,Quan_5,"Nhà hẻm ba gác mới xây, thiết kế thoáng mát, an ninh 24/7, khu dân cư an ninh.",16.68
4330,180.3,4,3,3.1,Đông Bắc,Huyen_Binh_Chanh,"nhà 1 trệt 1 lầu, nội thất đầy đủ, gần trục đường lớn, sổ đỏ chính chủ.",11.76
4331,128.6,5,2,5.0,Đông,Huyen_Binh_Chanh,"gần bệnh viện, liên hệ xem nhà, hồ bơi riêng, phù hợp ở thực và đầu tư.",8.25
4332,157.3,6,1,3.4,Đông Bắc,Quan_Phu_Nhuan,"view sông thoáng, nhà 1 trệt 1 lầu, nở hậu, tiềm năng tăng giá.",38.9
4333,230.9,5,3,6.2,Tây Nam,Quan_2,"Nhà phố thương mại, diện tích rộng, liên hệ xem nhà, nội thất cao cấp, giá tốt đầu tư.",80.02
4334,198.5,4,2,7.3,Bắc,Quan_6,"khu compound, nội thất châu Âu, nội thất đầy đủ, sổ hồng chính chủ.",25.81
4335,73.9,5,3,11.8,Đông,Quan_4,"Bán nhà trong ngõ yên tĩnh, thiết kế thoáng mát, hầm xe ô tô, tiềm năng tăng giá, liên hệ ngay.",17.8
4336,26.7,4,4,8.6,Đông,Quan_11,"phố thương mại đẹp, gần trục đường lớn, ở ngay, penthouse.",9.67
4337,128.5,3,2,6.9,Bắc,Huyen_Nha_Be,"Nhà hẻm xe máy thông, diện tích rộng, nội thất đầy đủ, sổ đỏ chính chủ, giá tốt đầu tư.",8.95
4338,262.4,5,4,3.9,Nam,Quan_Tan_Binh,"thiết kế thoáng mát, hướng Nam đón gió, gần trường học và chợ, pháp lý đầy đủ.",49.15
4339,50.1,6,4,3.9,Tây Bắc,Quan_8,"gần trục đường lớn, nội thất cơ bản, thiết kế thoáng mát, sổ hồng riêng.",9.87
4340,169.7,3,3,5.5,Đông Nam,Quan_5,"Nhà hẻm ba gác, diện tích rộng, thiết kế thoáng mát, nhà 1 trệt 1 lầu, giá tốt đầu tư.",35.58
4341,283.7,2,2,12.0,Tây Nam,Quan_6,"Nhà hẻm ba gác, diện tích rộng, hồ bơi riêng, gần trục đường lớn, giá tốt đầu tư.",29.51
4342,54.3,5,5,7.6,Tây Bắc,Quan_8,"thang máy riêng, hướng Tây Bắc đón gió, gần bệnh viện, sổ hồng chính chủ.",11.79
4343,308.6,7,1,5.6,Bắc,Quan_Binh_Tan,"Bán nhà hẻm ba gác, hẻm thông 2 đầu, penthouse, phù hợp ở thực và đầu tư, liên hệ ngay.",20.33
4344,276.4,1,4,3.1,Nam,Quan_6,"Nhà hẻm ô tô, nở hậu, phù hợp ở gia đình, pháp lý đầy đủ, hầm xe ô tô.",49.42
4345,53.2,5,1,2.6,Đông Bắc,Huyen_Nha_Be,"Nhà phố thương mại mới xây, gần trục đường lớn, thiết kế thoáng mát, khu dân cư an ninh.",4.43
4346,307.2,7,3,4.2,Đông Nam,Quan_6,"view sông thoáng, hướng Đông Nam đón gió, nội thất đầy đủ, sổ hồng chính chủ.",32.25
4347,209.1,7,3,6.0,Tây Bắc,Quan_2,"Nhà hẻm ô tô, ở ngay, phù hợp ở gia đình, pháp lý đầy đủ, hầm xe ô tô.",59.26
4348,196.0,6,2,4.3,Bắc,Quan_6,"Bán gấp nhà trong ngõ yên tĩnh, liên hệ xem nhà, thiết kế thoáng mát, sổ hồng riêng.",18.44
4349,167.0,4,3,4.3,Đông,Quan_Binh_Thanh,"khu dân cư đông đúc, hướng Đông đón gió, thiết kế thoáng mát, sổ hồng chính chủ.",29.31
4350,185.8,1,2,3.7,Bắc,Quan_11,"pháp lý rõ ràng, nội thất châu Âu, gần trường học và chợ, sổ hồng chính chủ.",23.21
4351,292.7,4,4,4.2,Đông Nam,Quan_11,"sân thượng rộng, hướng Đông Nam đón gió, liên hệ xem nhà, sổ hồng riêng.",54.7
4352,126.8,2,1,4.3,Đông Nam,Quan_Phu_Nhuan,"giá thương lượng, hướng Đông Nam đón gió, nở hậu, pháp lý đầy đủ.",29.54
4353,295.0,3,4,4.1,Đông Bắc,Quan_Binh_Thanh,"nở hậu, hướng Đông Bắc đón gió, chủ cần tiền bán gấp, sổ hồng riêng.",54.72
4354,33.4,5,2,5.5,Nam,Quan_Binh_Tan,"Bán gấp nhà hẻm ô tô, penthouse, gần trục đường lớn, pháp lý đầy đủ.",6.09
4355,291.5,4,5,3.7,Nam,Huyen_Nha_Be,"Nhà hẻm xe máy thông, hẻm thông 2 đầu, khu dân cư đông đúc, sổ đỏ.",17.89
4356,229.5,5,2,5.5,Tây Nam,Quan_Tan_Binh,"sổ đỏ chính chủ, thang máy riêng, hồ bơi riêng, phù hợp ở thực và đầu tư.",41.89
4357,218.9,4,3,3.8,Tây Nam,Quan_2,"nở hậu, hướng Tây Nam đón gió, giá thương lượng, sổ đỏ chính chủ.",76.46
4358,95.7,7,3,7.1,Đông Nam,Huyen_Hoc_Mon,"Nhà phố thương mại mới xây, khu dân cư đông đúc, nhà 1 trệt 1 lầu, khu dân cư an ninh.",9.72
4359,251.2,6,2,10.5,Đông Bắc,Huyen_Hoc_Mon,"an ninh 24/7, khu dân cư đông đúc, view sông thoáng, đầu tư sinh lời cao.",14.8
4360,310.0,8,5,8.1,Đông,Quan_12,"Nhà hẻm ô tô, hẻm thông 2 đầu, phù hợp ở gia đình, sổ đỏ chính chủ, nội thất đầy đủ.",44.9
4361,54.1,3,2,5.5,Tây Bắc,Quan_11,"Nhà trong ngõ yên tĩnh mới xây, thiết kế thoáng mát, liên hệ xem nhà, khu dân cư an ninh.",7.82
4362,261.3,5,3,6.3,Đông,Huyen_Nha_Be,"Nhà hẻm ô tô mới xây, hồ bơi riêng, giá thương lượng, khu dân cư an ninh.",15.47
4363,205.6,2,1,3.0,Tây,Quan_5,"Nhà mặt tiền mới xây, nội thất cao cấp, nội thất đầy đủ, khu dân cư an ninh.",75.49
4364,316.1,5,2,6.6,Nam,Quan_Binh_Thanh,"Bán nhà hẻm ô tô, sổ đỏ chính chủ, nở hậu, tiềm năng tăng giá, liên hệ ngay.",58.38
4365,239.8,3,3,7.8,Tây,Quan_2,"Nhà hẻm ô tô, diện tích rộng, liên hệ xem nhà, sổ hồng chính chủ, giá tốt đầu tư.",71.45
4366,161.1,3,2,3.9,Đông,Huyen_Binh_Chanh,"Nhà hẻm ô tô, gần bệnh viện, hồ bơi riêng, sổ đỏ chính chủ.",10.57
4367,171.0,6,1,4.5,Bắc,Quan_Thu_Duc,"Bán gấp nhà hẻm ba gác, view sông thoáng, giá thương lượng, sổ hồng chính chủ.",15.27
4368,311.1,4,2,10.4,Đông Bắc,Huyen_Nha_Be,"Bán nhà mặt tiền, view sông thoáng, nhà mới hoàn thiện, phù hợp ở thực và đầu tư, liên hệ ngay.",31.8
4369,107.3,1,4,3.4,Nam,Quan_10,"hẻm xe máy thông đẹp, nở hậu, sổ đỏ chính chủ, khu compound.",24.07
4370,226.0,5,1,6.8,Tây,Quan_Tan_Binh,"Nhà hẻm ô tô mới xây, nở hậu, hồ bơi riêng, khu dân cư an ninh.",45.53
4371,178.7,4,2,5.6,Bắc,Huyen_Binh_Chanh,"ở ngay, an ninh 24/7, hầm xe ô tô, thu nhập cho thuê ổn định.",11.58
4372,149.9,3,4,5.2,Nam,Quan_4,"Nhà trong ngõ yên tĩnh, nở hậu, nội thất cao cấp, sổ đỏ chính chủ.",29.9
4373,121.0,3,1,10.2,Đông Nam,Quan_7,"Nhà hẻm ô tô mới xây, nở hậu, sân thượng rộng, khu dân cư an ninh.",24.29
4374,243.3,3,1,8.2,Tây,Quan_10,"gần trục đường lớn, hướng Tây đón gió, nhà 1 trệt 1 lầu, sổ hồng chính chủ.",49.97
4375,89.4,2,1,9.0,Đông Bắc,Quan_7,"khu compound, hướng Đông Bắc đón gió, pháp lý rõ ràng, sổ hồng chính chủ.",19.64
4376,92.8,1,2,5.7,Đông Nam,Quan_4,"Nhà hẻm ô tô, diện tích rộng, nội thất đầy đủ, thiết kế thoáng mát, giá tốt đầu tư.",17.63
4377,236.2,7,3,4.4,Đông Nam,Quan_Tan_Binh,"Nhà hẻm ba gác, khu dân cư đông đúc, penthouse, sổ hồng chính chủ.",34.87
4378,81.2,5,2,9.5,Đông Bắc,Quan_6,"nhà mới hoàn thiện, nội thất đầy đủ, gần trường học và chợ, pháp lý đầy đủ.",13.37
4379,96.6,4,3,6.8,Tây Bắc,Quan_10,"Nhà hẻm ô tô, ở ngay, thiết kế thoáng mát, sổ đỏ chính chủ.",21.43
4380,205.1,8,3,3.8,Đông,Quan_Phu_Nhuan,"mặt tiền đẹp, an ninh 24/7, penthouse, gần bệnh viện.",72.71
4381,43.3,5,1,5.6,Tây Bắc,Quan_4,"Bán gấp nhà hẻm ô tô, ở ngay, nở hậu, sổ đỏ chính chủ.",7.74
4382,67.4,3,2,2.6,Tây,Quan_7,"nội thất đầy đủ, khu compound, sổ hồng chính chủ, đầu tư sinh lời cao.",19.64
4383,239.6,3,3,8.4,Đông,Huyen_Binh_Chanh,"Bán gấp nhà mặt tiền, view sông thoáng, sổ đỏ chính chủ, sổ hồng riêng.",21.88
4384,158.4,3,4,3.8,Tây Bắc,Huyen_Binh_Chanh,"gần trục đường lớn, sổ đỏ chính chủ, khu dân cư đông đúc, phù hợp ở thực và đầu tư.",11.51
4385,201.2,6,4,2.9,Tây Nam,Quan_10,"nở hậu, nhà 1 trệt 1 lầu, khu compound, vị trí đắc địa.",64.35
4386,200.1,3,1,3.6,Tây,Quan_12,"villa mini đẹp, khu dân cư đông đúc, giá thương lượng, hồ bơi riêng.",30.89
4387,175.2,5,3,5.5,Đông Bắc,Quan_Thu_Duc,"Bán nhà hẻm ba gác, nhà 1 trệt 1 lầu, gần bệnh viện, phù hợp ở thực và đầu tư, liên hệ ngay.",17.53
4388,274.3,8,1,2.6,Nam,Huyen_Binh_Chanh,"hẻm thông 2 đầu, hướng Nam đón gió, sổ hồng chính chủ, sổ hồng chính chủ.",15.4
4389,291.1,6,3,6.1,Đông Bắc,Quan_10,"Bán nhà hẻm ô tô, gần trục đường lớn, pháp lý rõ ràng, phù hợp ở thực và đầu tư, liên hệ ngay.",40.01
4390,234.4,1,2,3.5,Đông Bắc,Quan_1,"gần trục đường lớn, nội thất đầy đủ, giá thương lượng, sổ đỏ chính chủ.",128.47
4391,211.8,4,5,4.6,Đông Bắc,Quan_2,"Bán gấp nhà trong ngõ yên tĩnh, ở ngay, khu compound, sổ đỏ chính chủ.",61.23
4392,32.6,8,2,9.6,Tây Bắc,Quan_Go_Vap,"Bán nhà hẻm ô tô, nở hậu, liên hệ xem nhà, tiềm năng tăng giá, liên hệ ngay.",9.17
4393,214.0,6,3,9.4,Đông Nam,Quan_Phu_Nhuan,"Nhà hẻm ô tô, an ninh 24/7, phù hợp ở gia đình, pháp lý đầy đủ, chủ cần tiền bán gấp.",46.67
4394,156.3,5,4,5.5,Đông Nam,Quan_6,"Bán nhà mặt tiền, an ninh 24/7, chủ cần tiền bán gấp, tiềm năng tăng giá, liên hệ ngay.",28.44
4395,79.0,2,2,4.8,Tây Nam,Quan_Binh_Thanh,"nở hậu, hướng Tây Nam đón gió, nhà 1 trệt 1 lầu, sổ đỏ chính chủ.",13.96
4396,105.4,6,1,4.4,Đông,Huyen_Binh_Chanh,"Bán gấp nhà villa mini, sổ đỏ chính chủ, hồ bơi riêng, sổ hồng chính chủ.",9.13
4397,83.5,6,3,4.0,Nam,Quan_6,"gần bệnh viện, hướng Nam đón gió, nội thất đầy đủ, sổ đỏ chính chủ.",13.48
4398,37.7,6,1,4.7,Tây Nam,Quan_4,"Nhà hẻm ô tô mới xây, nội thất đầy đủ, thang máy riêng, khu dân cư an ninh.",5.47
4399,192.7,5,1,4.3,Tây,Quan_7,"nội thất đầy đủ, nội thất cao cấp, khu compound, sổ hồng chính chủ.",38.7
4400,251.3,4,3,4.1,Đông Nam,Quan_7,"Nhà mặt tiền, penthouse, phù hợp ở gia đình, pháp lý đầy đủ, gần trường học và chợ.",73.66
4401,250.7,4,3,5.6,Đông Nam,Huyen_Binh_Chanh,"hẻm xe máy thông đẹp, hồ bơi riêng, thang máy riêng, nội thất cao cấp.",13.38
4402,148.9,7,1,11.9,Tây Bắc,Quan_6,"Bán gấp nhà trong ngõ yên tĩnh, khu compound, khu dân cư đông đúc, sổ đỏ chính chủ.",21.73
4403,217.1,4,4,6.8,Bắc,Quan_10,"Nhà mặt tiền, liên hệ xem nhà, phù hợp ở gia đình, pháp lý đầy đủ, giá thương lượng.",70.68
4404,164.8,6,2,11.1,Đông,Quan_Thu_Duc,"khu compound, thang máy riêng, thiết kế thoáng mát, thu nhập cho thuê ổn định.",14.74
4405,177.5,3,4,4.5,Nam,Huyen_Binh_Chanh,"Nhà phố thương mại mới xây, sổ đỏ chính chủ, penthouse, khu dân cư an ninh.",15.0
4406,60.3,6,5,4.6,Đông,Huyen_Hoc_Mon,"hầm xe ô tô, khu compound, sân thượng rộng, tiềm năng tăng giá.",10.01
4407,29.1,5,3,5.6,Đông,Quan_6,"khu compound, thiết kế thoáng mát, nhà mới hoàn thiện, đầu tư sinh lời cao.",8.74
4408,87.0,1,3,5.3,Tây Nam,Quan_Go_Vap,"Nhà hẻm ba gác, thiết kế thoáng mát, phù hợp ở gia đình, sổ hồng chính chủ, nhà mới hoàn thiện.",10.56
4409,39.9,4,4,5.1,Tây,Quan_Binh_Tan,"Bán nhà hẻm xe máy thông, liên hệ xem nhà, gần bệnh viện, thu nhập cho thuê ổn định, liên hệ ngay.",7.55
4410,192.8,3,3,6.0,Đông Nam,Quan_2,"Nhà hẻm xe máy thông, diện tích rộng, chủ cần tiền bán gấp, sổ hồng chính chủ, giá tốt đầu tư.",43.25
4411,108.9,2,4,7.5,Đông,Quan_2,"pháp lý rõ ràng, nội thất đầy đủ, sổ đỏ chính chủ, sổ đỏ chính chủ.",35.93
4412,313.4,4,3,6.0,Nam,Quan_3,"nội thất cao cấp, hướng Nam đón gió, khu compound, sổ đỏ chính chủ.",80.48
4413,44.2,8,2,6.3,Tây Bắc,Quan_2,"liên hệ xem nhà, hướng Tây Bắc đón gió, thiết kế thoáng mát, sổ đỏ chính chủ.",12.49
4414,297.3,6,3,6.3,Tây,Huyen_Nha_Be,"khu compound, nội thất hiện đại, hầm xe ô tô, sổ hồng riêng.",26.01
4415,247.7,8,4,5.4,Tây Nam,Quan_5,"Nhà hẻm ô tô, diện tích rộng, chủ cần tiền bán gấp, thang máy riêng, giá tốt đầu tư.",68.69
4416,231.2,7,2,4.7,Tây Nam,Quan_Phu_Nhuan,"Bán nhà hẻm ô tô, gần bệnh viện, pháp lý rõ ràng, vị trí đắc địa, liên hệ ngay.",52.85
