id,Dien_tich,So_phong,Vi_tri,Noi_dung_mo_ta,Gia_ty_vnd
578,46.8,1,Quan_1,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ.",15.29
579,237.1,6,Quan_10,"Hẻm xe hơi rộng rãi, nở hậu, phong thủy tốt, gần tiện ích, sổ hồng chính chủ, nội thất cao cấp.",55.27
580,263.8,3,Quan_Binh_Thanh,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, nội thất cao cấp.",39.46
581,118.8,7,Quan_Binh_Thanh,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",20.96
582,282.5,8,Quan_10,"Biệt thự nghỉ dưỡng, hồ bơi riêng, sân thượng view thoáng, sổ hồng, nội thất cao cấp.",73.39
583,172.1,8,Quan_Binh_Thanh,"Villa cao cấp, sổ hồng lâu dài, vị trí trung tâm, đẳng cấp, nội thất cao cấp.",38.76
584,86.1,4,Quan_2,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, sổ hồng chính chủ.",23.11
585,112.0,6,Quan_3,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, sổ hồng chính chủ.",34.51
586,155.3,5,Quan_6,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh.",16.49
587,123.5,6,Quan_7,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, nở hậu.",26.26
588,252.2,5,Quan_1,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ.",83.5
589,91.9,4,Quan_8,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý.",8.31
590,86.8,8,Quan_Phu_Nhuan,"Hẻm xe hơi rộng rãi, nở hậu, phong thủy tốt, gần tiện ích, sổ hồng chính chủ.",19.03
591,150.6,7,Quan_Phu_Nhuan,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, sổ hồng chính chủ, nội thất cao cấp.",36.12
592,194.3,7,Huyen_Hoc_Mon,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",9.47
593,169.1,3,Huyen_Hoc_Mon,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, nở hậu, sổ hồng chính chủ.",6.42
594,140.4,2,Quan_Phu_Nhuan,"Nhà mặt phố kinh doanh, vỉa hè rộng 3m, tiện kinh doanh và ở, sổ hồng chính chủ, nội thất cao cấp.",41.54
595,71.8,5,Quan_Binh_Tan,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, nở hậu, nội thất cao cấp.",6.67
596,160.8,1,Quan_Binh_Tan,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ.",13.82
597,98.5,7,Quan_Phu_Nhuan,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ.",17.36
598,221.7,2,Quan_11,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, sổ hồng chính chủ.",24.74
599,146.0,3,Quan_12,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, nở hậu, sổ hồng chính chủ.",11.6
600,58.8,3,Quan_10,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, nở hậu.",10.14
601,204.1,3,Quan_1,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, nở hậu, sổ hồng chính chủ.",65.88
602,88.8,1,Huyen_Binh_Chanh,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng.",3.22
603,251.3,4,Quan_Tan_Binh,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ.",44.59
604,260.1,3,Quan_4,"Hẻm xe hơi rộng rãi, nở hậu, phong thủy tốt, gần tiện ích, sổ hồng chính chủ.",46.04
605,93.6,2,Quan_4,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, sổ hồng chính chủ.",16.25
606,44.9,4,Quan_2,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, sổ hồng chính chủ.",10.99
607,225.0,3,Quan_Tan_Binh,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, sổ đỏ.",25.58
608,214.0,4,Quan_Thu_Duc,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, nở hậu, sổ hồng chính chủ.",17.61
609,172.1,4,Quan_Binh_Thanh,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",47.02
610,178.7,7,Quan_2,"Hẻm xe hơi rộng rãi, nở hậu, phong thủy tốt, gần tiện ích, sổ đỏ.",51.42
611,178.8,3,Quan_Tan_Binh,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, nở hậu, sổ đỏ.",30.02
612,94.7,2,Quan_7,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, nở hậu, sổ hồng chính chủ.",15.94
613,48.6,6,Quan_Binh_Tan,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, sổ hồng chính chủ.",4.83
614,248.9,5,Quan_3,"Nhà mặt phố kinh doanh, vỉa hè rộng 3m, tiện kinh doanh và ở, sổ đỏ, nội thất cao cấp.",94.14
615,82.7,4,Quan_Binh_Tan,"Nhà mặt phố kinh doanh, vỉa hè rộng 3m, tiện kinh doanh và ở, nội thất cao cấp.",10.74
616,115.8,2,Quan_Binh_Tan,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, sổ đỏ.",10.61
617,175.3,8,Quan_Binh_Thanh,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, sổ hồng chính chủ.",31.67
618,102.1,8,Quan_5,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, sổ hồng chính chủ.",25.02
619,233.3,2,Quan_Tan_Binh,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ.",37.93
620,247.0,2,Quan_Phu_Nhuan,"Nhà mặt tiền, thuận tiện buôn bán, nội thất cao cấp, sổ hồng.",62.24
621,265.8,1,Quan_6,"Mặt tiền đường rộng, ô tô vào tận nhà, sổ hồng chính chủ, sổ đỏ, nội thất cao cấp.",43.2
622,168.5,2,Quan_7,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, nở hậu.",30.83
623,48.5,2,Quan_6,"Hẻm xe hơi rộng rãi, nở hậu, phong thủy tốt, gần tiện ích, sổ hồng chính chủ.",6.63
624,257.8,1,Huyen_Nha_Be,"Bán gấp nhà mặt tiền, hướng Đông Nam đón gió, nội thất hoàn thiện, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",21.71
625,134.4,6,Quan_12,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, nội thất cao cấp.",13.2
626,238.9,3,Quan_Tan_Binh,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, sổ hồng chính chủ, nội thất cao cấp.",55.45
627,146.9,4,Quan_Thu_Duc,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, nội thất cao cấp.",18.08
628,93.9,8,Quan_Go_Vap,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ.",11.72
629,204.1,3,Quan_11,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, nở hậu.",26.16
630,289.4,2,Quan_6,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, nở hậu, sổ hồng chính chủ.",31.03
631,251.1,4,Quan_Tan_Binh,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện.",32.75
632,299.9,2,Quan_8,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",31.28
633,59.1,2,Quan_10,"Nhà mặt tiền, thuận tiện buôn bán, nội thất cao cấp, sổ hồng.",17.2
634,242.4,5,Huyen_Nha_Be,"Villa cao cấp, sổ hồng lâu dài, vị trí trung tâm, đẳng cấp, nội thất cao cấp.",17.76
635,199.3,2,Huyen_Hoc_Mon,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, nở hậu.",7.86
636,201.7,5,Quan_2,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ.",56.88
637,70.0,4,Quan_12,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát.",6.81
638,317.4,7,Quan_6,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ đỏ.",33.31
639,63.6,1,Quan_4,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",10.93
640,239.2,2,Quan_Binh_Thanh,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát.",33.07
641,59.6,6,Quan_2,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, nở hậu, sổ đỏ.",14.16
642,254.4,7,Quan_3,"Biệt thự mini, nội thất cao cấp, hồ bơi riêng, an ninh 24/7, nở hậu, sổ đỏ.",102.46
643,166.5,2,Huyen_Nha_Be,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",9.74
644,79.5,1,Huyen_Binh_Chanh,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, nở hậu.",3.63
645,78.3,3,Quan_4,"Bán nhà mặt tiền đường lớn, vị trí đắc địa kinh doanh sầm uất, sổ hồng chính chủ, nội thất cao cấp.",18.39
646,50.0,2,Quan_2,"Bán nhà hẻm xe hơi 5m, nở hậu, sổ hồng chính chủ.",14.22
647,219.5,8,Quan_11,"Nhà phố biệt lập, nội thất nhập khẩu, hầm xe 2 ô tô, sổ hồng chính chủ, nội thất cao cấp.",40.1
648,80.5,5,Quan_2,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ.",20.65
649,216.7,3,Quan_Tan_Binh,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",34.69
650,235.8,3,Quan_7,"Bán nhà hẻm xe hơi 5m, nở hậu, sổ hồng chính chủ, sổ đỏ.",49.08
651,213.9,6,Quan_12,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, nở hậu, sổ đỏ.",21.14
652,198.7,8,Quan_11,"Nhà phố biệt lập, nội thất nhập khẩu, hầm xe 2 ô tô, sổ hồng chính chủ, nội thất cao cấp.",41.72
653,78.3,7,Quan_Tan_Binh,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, sổ hồng chính chủ, nội thất cao cấp.",15.4
654,233.7,4,Quan_Binh_Thanh,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ.",34.63
655,115.0,2,Quan_8,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",12.18
656,308.8,7,Quan_1,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",122.97
657,235.7,6,Quan_1,"Biệt thự phong cách Địa Trung Hải, nở hậu sinh tài lộc, nội thất cao cấp.",97.39
658,291.6,3,Quan_Thu_Duc,"Nhà mặt phố kinh doanh, vỉa hè rộng 3m, tiện kinh doanh và ở, nội thất cao cấp.",35.61
659,270.4,2,Quan_8,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, nở hậu, sổ hồng chính chủ.",26.55
660,300.9,8,Quan_2,"Nhà phố biệt lập, nội thất nhập khẩu, hầm xe 2 ô tô, sổ hồng chính chủ, nội thất cao cấp.",97.07
661,152.1,4,Quan_4,"Bán nhà mặt tiền đường lớn, vị trí đắc địa kinh doanh sầm uất, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",38.87
662,151.4,3,Quan_Binh_Thanh,"Hẻm xe hơi rộng rãi, nở hậu, phong thủy tốt, gần tiện ích, nội thất cao cấp.",25.9
663,109.0,3,Quan_7,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, nở hậu, sổ đỏ.",20.14
664,120.8,7,Quan_5,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, nở hậu, nội thất cao cấp.",21.53
665,151.8,1,Quan_12,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, sổ hồng chính chủ.",14.04
666,318.3,4,Quan_10,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ, nội thất cao cấp.",56.74
667,60.5,7,Quan_8,"Bán gấp nhà mặt tiền, hướng Đông Nam đón gió, nội thất hoàn thiện, nội thất cao cấp.",9.76
668,90.4,7,Quan_8,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, nở hậu, sổ đỏ.",9.74
669,40.4,6,Quan_1,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, nở hậu, sổ đỏ.",13.32
670,122.7,6,Quan_5,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, nở hậu, sổ hồng chính chủ.",23.1
671,310.7,4,Huyen_Nha_Be,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng.",15.56
672,62.7,7,Quan_2,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ.",18.65
673,167.4,1,Quan_3,"Mặt tiền đường rộng, ô tô vào tận nhà, sổ hồng chính chủ, nội thất cao cấp.",69.97
674,171.0,2,Quan_Tan_Binh,"Nhà mặt phố kinh doanh, vỉa hè rộng 3m, tiện kinh doanh và ở, sổ đỏ, nội thất cao cấp.",35.09
675,230.5,8,Huyen_Nha_Be,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, nở hậu, sổ đỏ, nội thất cao cấp.",14.89
676,104.8,1,Quan_5,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay, nở hậu.",26.02
677,238.0,7,Quan_10,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, sổ đỏ.",35.65
678,56.4,7,Huyen_Nha_Be,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ, nở hậu.",5.15
679,156.6,7,Quan_5,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, nở hậu, sổ hồng chính chủ.",37.73
680,266.2,4,Quan_6,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",51.34
681,138.3,2,Quan_Tan_Binh,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, nở hậu, sổ đỏ, nội thất cao cấp.",23.08
682,242.2,6,Huyen_Binh_Chanh,"Nhà mặt phố kinh doanh, vỉa hè rộng 3m, tiện kinh doanh và ở, sổ hồng chính chủ, nội thất cao cấp.",17.32
683,210.1,2,Quan_10,"Bán nhà mặt tiền đường lớn, vị trí đắc địa kinh doanh sầm uất, sổ hồng chính chủ, nội thất cao cấp.",52.31
684,138.7,6,Quan_Phu_Nhuan,"Bán nhà hẻm xe hơi 5m, nở hậu, sổ hồng chính chủ, sổ đỏ.",27.61
685,130.4,6,Quan_11,"Bán gấp nhà mặt tiền, hướng Đông Nam đón gió, nội thất hoàn thiện, nội thất cao cấp.",23.26
686,69.3,5,Quan_Phu_Nhuan,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ, sổ đỏ.",14.1
687,279.2,3,Quan_1,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, sổ hồng chính chủ.",106.78
688,51.7,3,Quan_5,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ.",10.36
689,138.0,8,Quan_8,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",15.95
690,85.0,1,Quan_1,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, nở hậu.",28.11
691,311.7,7,Huyen_Binh_Chanh,"Biệt thự nghỉ dưỡng, hồ bơi riêng, sân thượng view thoáng, sổ hồng, nở hậu, sổ đỏ, nội thất cao cấp.",20.94
692,220.5,2,Quan_4,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, nở hậu, nội thất cao cấp.",35.44
693,231.1,5,Quan_Thu_Duc,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, nở hậu, sổ đỏ, nội thất cao cấp.",20.73
694,188.5,5,Quan_Go_Vap,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, nở hậu, sổ hồng chính chủ.",17.86
695,79.2,2,Quan_Tan_Binh,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát.",9.28
696,48.0,6,Quan_4,"Bán nhà mặt tiền đường lớn, vị trí đắc địa kinh doanh sầm uất, sổ hồng chính chủ, nội thất cao cấp.",10.87
697,95.9,2,Quan_2,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, nội thất cao cấp.",23.44
698,82.5,7,Quan_Thu_Duc,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý.",7.29
699,165.7,1,Quan_Tan_Binh,"Hẻm xe hơi rộng rãi, nở hậu, phong thủy tốt, gần tiện ích, sổ hồng chính chủ, nội thất cao cấp.",28.84
700,177.3,6,Quan_Thu_Duc,"Nhà mặt phố kinh doanh, vỉa hè rộng 3m, tiện kinh doanh và ở, sổ hồng chính chủ, nội thất cao cấp.",25.64
701,47.1,3,Huyen_Hoc_Mon,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, nở hậu.",2.05
702,75.1,5,Quan_12,"Bán nhà mặt tiền đường lớn, vị trí đắc địa kinh doanh sầm uất, sổ hồng chính chủ, nội thất cao cấp.",11.95
703,216.8,3,Quan_Go_Vap,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ.",20.47
704,305.9,6,Huyen_Hoc_Mon,"Biệt thự nghỉ dưỡng, hồ bơi riêng, sân thượng view thoáng, sổ hồng, nội thất cao cấp.",17.92
705,27.3,2,Huyen_Binh_Chanh,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, nở hậu, sổ hồng chính chủ.",1.95
706,50.3,2,Quan_4,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay.",6.95
707,159.1,3,Quan_10,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, sổ hồng chính chủ.",33.28
708,41.0,1,Quan_7,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ, nội thất cao cấp.",7.21
709,222.5,5,Quan_7,"Villa cao cấp, sổ hồng lâu dài, vị trí trung tâm, đẳng cấp, nội thất cao cấp.",57.35
710,183.0,3,Quan_Binh_Tan,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay.",12.15
711,120.5,6,Quan_5,"Mặt tiền đường rộng, ô tô vào tận nhà, sổ hồng chính chủ, nội thất cao cấp.",34.93
712,316.5,3,Quan_1,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, nở hậu.",96.09
713,311.7,1,Quan_7,"Bán nhà hẻm xe hơi 5m, nở hậu, sổ hồng chính chủ.",65.11
714,269.3,7,Quan_Binh_Thanh,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay, nội thất cao cấp.",51.18
715,232.1,2,Quan_11,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ.",26.37
716,173.5,1,Quan_Go_Vap,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ.",15.68
717,146.8,7,Quan_Go_Vap,"Mặt tiền đường rộng, ô tô vào tận nhà, sổ hồng chính chủ, nở hậu, nội thất cao cấp.",26.15
718,290.6,7,Quan_1,"Biệt thự phong cách Địa Trung Hải, nở hậu sinh tài lộc, nội thất cao cấp, sổ hồng chính chủ.",151.98
719,188.9,7,Quan_8,"Biệt thự phong cách Địa Trung Hải, nở hậu sinh tài lộc, nội thất cao cấp.",27.58
720,291.7,3,Quan_Tan_Binh,"Hẻm xe hơi rộng rãi, nở hậu, phong thủy tốt, gần tiện ích.",43.48
721,85.1,2,Quan_12,"Nhà mặt tiền, thuận tiện buôn bán, nội thất cao cấp, sổ hồng.",11.1
722,315.1,6,Quan_5,"Biệt thự sân vườn rộng, thiết kế châu Âu sang trọng, sổ hồng lâu dài, nở hậu, sổ đỏ, nội thất cao cấp.",87.16
723,300.8,1,Quan_3,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ.",63.85
724,294.3,4,Quan_Binh_Thanh,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, nở hậu, sổ hồng chính chủ.",42.69
725,78.0,1,Quan_6,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, nở hậu.",7.63
726,298.3,4,Quan_10,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng.",41.78
727,103.9,8,Quan_5,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh.",21.84
728,83.4,5,Quan_6,"Hẻm xe hơi rộng rãi, nở hậu, phong thủy tốt, gần tiện ích.",12.03
729,208.8,7,Quan_12,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay, nở hậu, sổ đỏ, nội thất cao cấp.",26.16
730,128.9,1,Quan_Thu_Duc,"Nhà mặt tiền, thuận tiện buôn bán, nội thất cao cấp, sổ hồng, nở hậu, sổ đỏ.",15.99
731,228.0,6,Quan_12,"Biệt thự sân vườn rộng, thiết kế châu Âu sang trọng, sổ hồng lâu dài, nội thất cao cấp.",27.51
732,236.3,2,Quan_10,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý.",40.0
733,60.2,8,Quan_Phu_Nhuan,"Bán gấp nhà mặt tiền, hướng Đông Nam đón gió, nội thất hoàn thiện, sổ hồng chính chủ, nội thất cao cấp.",16.06
734,108.9,7,Quan_Go_Vap,"Mặt tiền đường rộng, ô tô vào tận nhà, sổ hồng chính chủ, nội thất cao cấp.",18.08
735,118.6,6,Quan_10,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ.",22.74
736,301.6,2,Quan_Binh_Thanh,"Bán nhà mặt tiền đường lớn, vị trí đắc địa kinh doanh sầm uất, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",84.99
737,265.8,1,Quan_Binh_Thanh,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, nội thất cao cấp.",35.82
738,297.8,8,Quan_6,"Biệt thự phong cách Địa Trung Hải, nở hậu sinh tài lộc, nội thất cao cấp, sổ hồng chính chủ.",54.19
739,166.0,8,Huyen_Nha_Be,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, nở hậu, sổ hồng chính chủ.",10.18
740,47.2,8,Quan_3,"Nhà mặt phố kinh doanh, vỉa hè rộng 3m, tiện kinh doanh và ở, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",22.48
741,234.0,3,Quan_11,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, sổ hồng chính chủ.",34.15
742,149.8,5,Quan_10,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ, nội thất cao cấp.",26.17
743,128.8,2,Quan_Go_Vap,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay, nở hậu.",14.83
744,82.2,4,Quan_Phu_Nhuan,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ.",12.18
745,194.7,4,Quan_2,"Bán gấp nhà mặt tiền, hướng Đông Nam đón gió, nội thất hoàn thiện, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",79.79
746,85.7,4,Quan_Binh_Tan,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay, nội thất cao cấp.",9.83
747,118.0,2,Quan_6,"Bán nhà mặt tiền đường lớn, vị trí đắc địa kinh doanh sầm uất, sổ hồng chính chủ, nội thất cao cấp.",21.11
748,225.4,1,Quan_6,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ.",19.47
749,180.0,3,Quan_8,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ.",17.21
750,160.3,6,Quan_Binh_Thanh,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng.",21.11
751,277.6,3,Quan_Phu_Nhuan,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, sổ hồng chính chủ.",59.8
752,283.8,8,Quan_10,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ, sổ đỏ.",52.39
753,271.1,2,Quan_12,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư.",22.34
754,310.2,3,Quan_Thu_Duc,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay, nở hậu, sổ đỏ.",29.52
755,39.7,3,Quan_1,"Bán nhà hẻm xe hơi 5m, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",15.52
756,110.8,1,Quan_3,"Bán nhà hẻm xe hơi 5m, nở hậu, sổ hồng chính chủ.",33.74
757,191.4,6,Quan_6,"Nhà mặt tiền, thuận tiện buôn bán, nội thất cao cấp, sổ hồng, sổ đỏ.",30.38
758,79.1,7,Huyen_Binh_Chanh,"Bán gấp nhà mặt tiền, hướng Đông Nam đón gió, nội thất hoàn thiện, sổ hồng chính chủ, nội thất cao cấp.",6.76
759,161.1,1,Quan_Phu_Nhuan,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay.",26.64
760,40.8,7,Quan_11,"Bán gấp nhà mặt tiền, hướng Đông Nam đón gió, nội thất hoàn thiện, nội thất cao cấp.",8.6
761,123.4,2,Quan_4,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, nở hậu.",16.76
762,65.2,3,Quan_Binh_Tan,"Bán nhà hẻm xe hơi 5m, nở hậu, sổ hồng chính chủ, sổ đỏ.",5.77
763,53.6,4,Quan_Thu_Duc,"Nhà mặt phố kinh doanh, vỉa hè rộng 3m, tiện kinh doanh và ở, sổ hồng chính chủ, nội thất cao cấp.",8.13
764,101.8,8,Huyen_Binh_Chanh,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ.",6.04
765,166.7,5,Quan_Binh_Tan,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ đỏ, nội thất cao cấp.",12.15
766,28.3,5,Quan_Tan_Binh,"Mặt tiền đường rộng, ô tô vào tận nhà, sổ hồng chính chủ, nội thất cao cấp.",7.0
